Year,Period,Geo_Level,State_ANSI,Commodity_ID,Domain,Value
2015,NOV,STATE,46,7,TOTAL,34200000.00
2015,NOV,STATE,48,7,TOTAL,436800000.00
2015,NOV,STATE,49,7,TOTAL,100300000.00
2015,NOV,STATE,51,7,TOTAL,66900000.00
2015,NOV,STATE,53,7,TOTAL,174900000.00
2015,NOV,STATE,55,7,TOTAL,121000000.00
2015,OCT,STATE,1,7,TOTAL,191400000.00
2015,OCT,STATE,5,7,TOTAL,271200000.00
2015,OCT,STATE,6,7,TOTAL,284900000.00
2015,OCT,STATE,8,7,TOTAL,116100000.00
2015,OCT,STATE,12,7,TOTAL,201100000.00
2015,OCT,STATE,13,7,TOTAL,433200000.00
2015,OCT,STATE,17,7,TOTAL,127700000.00
2015,OCT,STATE,18,7,TOTAL,734700000.00
2015,OCT,STATE,19,7,TOTAL,784400000.00
2015,OCT,STATE,24,7,TOTAL,61300000.00
2015,OCT,STATE,26,7,TOTAL,331200000.00
2015,OCT,STATE,27,7,TOTAL,220200000.00
2015,OCT,STATE,28,7,TOTAL,116800000.00
2015,OCT,STATE,29,7,TOTAL,260900000.00
2015,OCT,STATE,31,7,TOTAL,146000000.00
2015,OCT,STATE,36,7,TOTAL,136600000.00
2015,OCT,STATE,37,7,TOTAL,309900000.00
2015,OCT,STATE,39,7,TOTAL,884900000.00
2015,OCT,STATE,41,7,TOTAL,62400000.00
2015,OCT,STATE,,7,TOTAL,696000000.00
2015,OCT,STATE,42,7,TOTAL,664000000.00
2015,OCT,STATE,45,7,TOTAL,99700000.00
2015,OCT,STATE,46,7,TOTAL,35600000.00
2015,OCT,STATE,48,7,TOTAL,431700000.00
2015,OCT,STATE,49,7,TOTAL,101000000.00
2015,OCT,STATE,51,7,TOTAL,69100000.00
2015,OCT,STATE,53,7,TOTAL,180000000.00
2015,OCT,STATE,55,7,TOTAL,121900000.00
2015,SEP,STATE,1,7,TOTAL,187000000.00
2015,SEP,STATE,5,7,TOTAL,266100000.00
2015,SEP,STATE,6,7,TOTAL,273200000.00
2015,SEP,STATE,8,7,TOTAL,110700000.00
2015,SEP,STATE,12,7,TOTAL,196200000.00
2015,SEP,STATE,13,7,TOTAL,415700000.00
2015,SEP,STATE,17,7,TOTAL,116800000.00
2015,SEP,STATE,18,7,TOTAL,679300000.00
2015,SEP,STATE,19,7,TOTAL,763400000.00
2015,SEP,STATE,24,7,TOTAL,62800000.00
2015,SEP,STATE,26,7,TOTAL,317600000.00
2015,SEP,STATE,27,7,TOTAL,202900000.00
2015,SEP,STATE,28,7,TOTAL,113400000.00
2015,SEP,STATE,29,7,TOTAL,243300000.00
2015,SEP,STATE,31,7,TOTAL,141600000.00
2015,SEP,STATE,36,7,TOTAL,128900000.00
2015,SEP,STATE,37,7,TOTAL,300500000.00
2015,SEP,STATE,39,7,TOTAL,850900000.00
2015,SEP,STATE,41,7,TOTAL,61400000.00
2015,SEP,STATE,,7,TOTAL,673200000.00
2015,SEP,STATE,42,7,TOTAL,639000000.00
2015,SEP,STATE,45,7,TOTAL,94500000.00
2015,SEP,STATE,46,7,TOTAL,36000000.00
2015,SEP,STATE,48,7,TOTAL,425300000.00
2015,SEP,STATE,49,7,TOTAL,100500000.00
2015,SEP,STATE,51,7,TOTAL,63200000.00
2015,SEP,STATE,53,7,TOTAL,173000000.00
2015,SEP,STATE,55,7,TOTAL,110600000.00
2014,APR,STATE,1,7,TOTAL,173300000.00
2014,APR,STATE,5,7,TOTAL,248400000.00
2014,APR,STATE,6,7,TOTAL,389400000.00
2014,APR,STATE,8,7,TOTAL,120100000.00
2014,APR,STATE,12,7,TOTAL,198600000.00
2014,APR,STATE,13,7,TOTAL,403000000.00
2014,APR,STATE,17,7,TOTAL,117100000.00
2014,APR,STATE,18,7,TOTAL,647300000.00
2014,APR,STATE,19,7,TOTAL,1362200000.00
2014,APR,STATE,24,7,TOTAL,65000000.00
2014,APR,STATE,26,7,TOTAL,325600000.00
2014,APR,STATE,27,7,TOTAL,245800000.00
2014,APR,STATE,28,7,TOTAL,114700000.00
2014,APR,STATE,29,7,TOTAL,251000000.00
2014,APR,STATE,31,7,TOTAL,231200000.00
2014,APR,STATE,36,7,TOTAL,120800000.00
2014,APR,STATE,37,7,TOTAL,270400000.00
2014,APR,STATE,39,7,TOTAL,791900000.00
2014,APR,STATE,41,7,TOTAL,58800000.00
2014,APR,STATE,,7,TOTAL,611200000.00
2014,APR,STATE,42,7,TOTAL,616400000.00
2014,APR,STATE,45,7,TOTAL,91700000.00
2014,APR,STATE,46,7,TOTAL,59000000.00
2014,APR,STATE,48,7,TOTAL,418300000.00
2014,APR,STATE,49,7,TOTAL,91800000.00
2014,APR,STATE,51,7,TOTAL,63500000.00
2014,APR,STATE,53,7,TOTAL,160200000.00
2014,APR,STATE,55,7,TOTAL,117500000.00
2014,AUG,STATE,1,7,TOTAL,180300000.00
2014,AUG,STATE,5,7,TOTAL,268600000.00
2014,AUG,STATE,6,7,TOTAL,375800000.00
2014,AUG,STATE,8,7,TOTAL,123600000.00
2014,AUG,STATE,12,7,TOTAL,199800000.00
2014,AUG,STATE,13,7,TOTAL,404600000.00
2014,AUG,STATE,17,7,TOTAL,122800000.00
2014,AUG,STATE,18,7,TOTAL,647600000.00
2014,AUG,STATE,19,7,TOTAL,1411800000.00
2014,AUG,STATE,24,7,TOTAL,67300000.00
2014,AUG,STATE,26,7,TOTAL,331000000.00
2014,AUG,STATE,27,7,TOTAL,271400000.00
2014,AUG,STATE,28,7,TOTAL,111400000.00
2014,AUG,STATE,29,7,TOTAL,269800000.00
2014,AUG,STATE,31,7,TOTAL,246100000.00
2014,AUG,STATE,36,7,TOTAL,126300000.00
2014,AUG,STATE,37,7,TOTAL,288600000.00
2014,AUG,STATE,39,7,TOTAL,846100000.00
2014,AUG,STATE,41,7,TOTAL,63800000.00
2014,AUG,STATE,,7,TOTAL,626500000.00
2014,AUG,STATE,42,7,TOTAL,643000000.00
2014,AUG,STATE,45,7,TOTAL,87300000.00
2014,AUG,STATE,46,7,TOTAL,65300000.00
2014,AUG,STATE,48,7,TOTAL,433900000.00
2014,AUG,STATE,49,7,TOTAL,107400000.00
2014,AUG,STATE,51,7,TOTAL,66700000.00
2014,AUG,STATE,53,7,TOTAL,170700000.00
2014,AUG,STATE,55,7,TOTAL,120600000.00
2014,DEC,STATE,1,7,TOTAL,182600000.00
2014,DEC,STATE,5,7,TOTAL,274600000.00
2014,DEC,STATE,6,7,TOTAL,315300000.00
2014,DEC,STATE,8,7,TOTAL,113400000.00
2014,DEC,STATE,12,7,TOTAL,222400000.00
2014,DEC,STATE,13,7,TOTAL,432900000.00
2014,DEC,STATE,17,7,TOTAL,116100000.00
2014,DEC,STATE,18,7,TOTAL,675300000.00
2014,DEC,STATE,19,7,TOTAL,1461600000.00
2014,DEC,STATE,24,7,TOTAL,69300000.00
2014,DEC,STATE,26,7,TOTAL,333600000.00
2014,DEC,STATE,27,7,TOTAL,283400000.00
2014,DEC,STATE,28,7,TOTAL,118400000.00
2014,DEC,STATE,29,7,TOTAL,277600000.00
2014,DEC,STATE,31,7,TOTAL,244000000.00
2014,DEC,STATE,36,7,TOTAL,132400000.00
2014,DEC,STATE,37,7,TOTAL,317200000.00
2014,DEC,STATE,39,7,TOTAL,865600000.00
2014,DEC,STATE,41,7,TOTAL,59600000.00
2014,DEC,STATE,,7,TOTAL,644100000.00
2014,DEC,STATE,42,7,TOTAL,678800000.00
2014,DEC,STATE,45,7,TOTAL,93200000.00
2014,DEC,STATE,46,7,TOTAL,68400000.00
2014,DEC,STATE,48,7,TOTAL,451500000.00
2014,DEC,STATE,49,7,TOTAL,114800000.00
2014,DEC,STATE,51,7,TOTAL,66200000.00
2014,DEC,STATE,53,7,TOTAL,178400000.00
2014,DEC,STATE,55,7,TOTAL,137400000.00
2014,FEB,STATE,1,7,TOTAL,158400000.00
2014,FEB,STATE,5,7,TOTAL,226400000.00
2014,FEB,STATE,6,7,TOTAL,356500000.00
2014,FEB,STATE,8,7,TOTAL,109700000.00
2014,FEB,STATE,12,7,TOTAL,182400000.00
2014,FEB,STATE,13,7,TOTAL,366800000.00
2014,FEB,STATE,17,7,TOTAL,106400000.00
2014,FEB,STATE,18,7,TOTAL,599800000.00
2014,FEB,STATE,19,7,TOTAL,1229300000.00
2014,FEB,STATE,24,7,TOTAL,59000000.00
2014,FEB,STATE,26,7,TOTAL,290100000.00
2014,FEB,STATE,27,7,TOTAL,228900000.00
2014,FEB,STATE,28,7,TOTAL,107400000.00
2014,FEB,STATE,29,7,TOTAL,224500000.00
2014,FEB,STATE,31,7,TOTAL,218300000.00
2014,FEB,STATE,36,7,TOTAL,112500000.00
2014,FEB,STATE,37,7,TOTAL,257800000.00
2014,FEB,STATE,39,7,TOTAL,733200000.00
2014,FEB,STATE,41,7,TOTAL,51600000.00
2014,FEB,STATE,,7,TOTAL,567300000.00
2014,FEB,STATE,42,7,TOTAL,586700000.00
2014,FEB,STATE,45,7,TOTAL,85400000.00
2014,FEB,STATE,46,7,TOTAL,58100000.00
2014,FEB,STATE,48,7,TOTAL,392200000.00
2014,FEB,STATE,49,7,TOTAL,83600000.00
2014,FEB,STATE,51,7,TOTAL,53000000.00
2014,FEB,STATE,53,7,TOTAL,145000000.00
2014,FEB,STATE,55,7,TOTAL,104900000.00
2014,JAN,STATE,1,7,TOTAL,176900000.00
2014,JAN,STATE,5,7,TOTAL,255500000.00
2014,JAN,STATE,6,7,TOTAL,396600000.00
2014,JAN,STATE,8,7,TOTAL,122900000.00
2014,JAN,STATE,12,7,TOTAL,201000000.00
2014,JAN,STATE,13,7,TOTAL,406000000.00
2014,JAN,STATE,17,7,TOTAL,114900000.00
2014,JAN,STATE,18,7,TOTAL,659200000.00
2014,JAN,STATE,19,7,TOTAL,1364000000.00
2014,JAN,STATE,24,7,TOTAL,66200000.00
2014,JAN,STATE,26,7,TOTAL,309900000.00
2014,JAN,STATE,27,7,TOTAL,256400000.00
2014,JAN,STATE,28,7,TOTAL,117700000.00
2014,JAN,STATE,29,7,TOTAL,248000000.00
2014,JAN,STATE,31,7,TOTAL,237400000.00
2014,JAN,STATE,36,7,TOTAL,125400000.00
2014,JAN,STATE,37,7,TOTAL,283200000.00
2014,JAN,STATE,39,7,TOTAL,811900000.00
2014,JAN,STATE,41,7,TOTAL,61200000.00
2014,JAN,STATE,,7,TOTAL,626100000.00
2014,JAN,STATE,42,7,TOTAL,657800000.00
2014,JAN,STATE,45,7,TOTAL,101000000.00
2014,JAN,STATE,46,7,TOTAL,65200000.00
2014,JAN,STATE,48,7,TOTAL,434900000.00
2014,JAN,STATE,49,7,TOTAL,93800000.00
2014,JAN,STATE,51,7,TOTAL,61300000.00
2014,JAN,STATE,53,7,TOTAL,161400000.00
2014,JAN,STATE,55,7,TOTAL,130800000.00
2014,JUL,STATE,1,7,TOTAL,185100000.00
2014,JUL,STATE,5,7,TOTAL,264100000.00
2014,JUL,STATE,6,7,TOTAL,388500000.00
2014,JUL,STATE,8,7,TOTAL,124600000.00
2014,JUL,STATE,12,7,TOTAL,198900000.00
2014,JUL,STATE,13,7,TOTAL,401200000.00
2014,JUL,STATE,17,7,TOTAL,119800000.00
2014,JUL,STATE,18,7,TOTAL,659300000.00
2014,JUL,STATE,19,7,TOTAL,1404600000.00
2014,JUL,STATE,24,7,TOTAL,67100000.00
2014,JUL,STATE,26,7,TOTAL,329700000.00
2014,JUL,STATE,27,7,TOTAL,270800000.00
2014,JUL,STATE,28,7,TOTAL,112000000.00
2014,JUL,STATE,29,7,TOTAL,257300000.00
2014,JUL,STATE,31,7,TOTAL,249100000.00
2014,JUL,STATE,36,7,TOTAL,126700000.00
2014,JUL,STATE,37,7,TOTAL,290700000.00
2014,JUL,STATE,39,7,TOTAL,858400000.00
2014,JUL,STATE,41,7,TOTAL,64300000.00
2014,JUL,STATE,,7,TOTAL,623600000.00
2014,JUL,STATE,42,7,TOTAL,638300000.00
2014,JUL,STATE,45,7,TOTAL,90300000.00
2014,JUL,STATE,46,7,TOTAL,61600000.00
2014,JUL,STATE,48,7,TOTAL,436700000.00
2014,JUL,STATE,49,7,TOTAL,100300000.00
2014,JUL,STATE,51,7,TOTAL,67100000.00
2014,JUL,STATE,53,7,TOTAL,169700000.00
2014,JUL,STATE,55,7,TOTAL,119100000.00
2014,JUN,STATE,1,7,TOTAL,180900000.00
2014,JUN,STATE,5,7,TOTAL,251300000.00
2014,JUN,STATE,6,7,TOTAL,374900000.00
2014,JUN,STATE,8,7,TOTAL,120000000.00
2014,JUN,STATE,12,7,TOTAL,188600000.00
2014,JUN,STATE,13,7,TOTAL,388500000.00
2014,JUN,STATE,17,7,TOTAL,113500000.00
2014,JUN,STATE,18,7,TOTAL,641000000.00
2014,JUN,STATE,19,7,TOTAL,1362800000.00
2014,JUN,STATE,24,7,TOTAL,65600000.00
2014,JUN,STATE,26,7,TOTAL,315900000.00
2014,JUN,STATE,27,7,TOTAL,251200000.00
2014,JUN,STATE,28,7,TOTAL,108900000.00
2014,JUN,STATE,29,7,TOTAL,243100000.00
2014,JUN,STATE,31,7,TOTAL,239500000.00
2014,JUN,STATE,36,7,TOTAL,122200000.00
2014,JUN,STATE,37,7,TOTAL,275600000.00
2014,JUN,STATE,39,7,TOTAL,797900000.00
2014,JUN,STATE,41,7,TOTAL,62800000.00
2014,JUN,STATE,,7,TOTAL,602600000.00
2014,JUN,STATE,42,7,TOTAL,615600000.00
2014,JUN,STATE,45,7,TOTAL,93300000.00
2014,JUN,STATE,46,7,TOTAL,58900000.00
2014,JUN,STATE,48,7,TOTAL,418800000.00
2014,JUN,STATE,49,7,TOTAL,92500000.00
2014,JUN,STATE,51,7,TOTAL,64600000.00
2014,JUN,STATE,53,7,TOTAL,158100000.00
2014,JUN,STATE,55,7,TOTAL,112800000.00
2014,MAR,STATE,1,7,TOTAL,175800000.00
2014,MAR,STATE,5,7,TOTAL,253100000.00
2014,MAR,STATE,6,7,TOTAL,407600000.00
2014,MAR,STATE,8,7,TOTAL,123400000.00
2014,MAR,STATE,12,7,TOTAL,206400000.00
2014,MAR,STATE,13,7,TOTAL,411100000.00
2014,MAR,STATE,17,7,TOTAL,120600000.00
2014,MAR,STATE,18,7,TOTAL,674300000.00
2014,MAR,STATE,19,7,TOTAL,1362400000.00
2014,MAR,STATE,24,7,TOTAL,66200000.00
2014,MAR,STATE,26,7,TOTAL,342500000.00
2014,MAR,STATE,27,7,TOTAL,252400000.00
2014,MAR,STATE,28,7,TOTAL,119300000.00
2014,MAR,STATE,29,7,TOTAL,249300000.00
2014,MAR,STATE,31,7,TOTAL,237100000.00
2014,MAR,STATE,36,7,TOTAL,125100000.00
2014,MAR,STATE,37,7,TOTAL,279700000.00
2014,MAR,STATE,39,7,TOTAL,826800000.00
2014,MAR,STATE,41,7,TOTAL,58400000.00
2014,MAR,STATE,,7,TOTAL,629700000.00
2014,MAR,STATE,42,7,TOTAL,641200000.00
2014,MAR,STATE,45,7,TOTAL,91700000.00
2014,MAR,STATE,46,7,TOTAL,64600000.00
2014,MAR,STATE,48,7,TOTAL,437500000.00
2014,MAR,STATE,49,7,TOTAL,93300000.00
2014,MAR,STATE,51,7,TOTAL,62700000.00
2014,MAR,STATE,53,7,TOTAL,163100000.00
2014,MAR,STATE,55,7,TOTAL,112000000.00
2014,MARKETING YEAR,STATE,1,7,TOTAL,2125800000.00
2014,MARKETING YEAR,STATE,5,7,TOTAL,3059700000.00
2014,MARKETING YEAR,STATE,6,7,TOTAL,4586800000.00
2014,MARKETING YEAR,STATE,8,7,TOTAL,1444300000.00
2014,MARKETING YEAR,STATE,12,7,TOTAL,2386800000.00
2014,MARKETING YEAR,STATE,13,7,TOTAL,4830500000.00
2014,MARKETING YEAR,STATE,17,7,TOTAL,1406500000.00
2014,MARKETING YEAR,STATE,18,7,TOTAL,7762000000.00
2014,MARKETING YEAR,STATE,19,7,TOTAL,16513000000.00
2014,MARKETING YEAR,STATE,21,7,TOTAL,1218400000.00
2014,MARKETING YEAR,STATE,22,7,TOTAL,538100000.00
2014,MARKETING YEAR,STATE,24,7,TOTAL,786700000.00
2014,MARKETING YEAR,STATE,25,7,TOTAL,41100000.00
2014,MARKETING YEAR,STATE,26,7,TOTAL,3862900000.00
2014,MARKETING YEAR,STATE,27,7,TOTAL,3071100000.00
2014,MARKETING YEAR,STATE,28,7,TOTAL,1354200000.00
2014,MARKETING YEAR,STATE,29,7,TOTAL,3042200000.00
2014,MARKETING YEAR,STATE,30,7,TOTAL,141000000.00
2014,MARKETING YEAR,STATE,31,7,TOTAL,2860400000.00
2014,MARKETING YEAR,STATE,36,7,TOTAL,1491200000.00
2014,MARKETING YEAR,STATE,37,7,TOTAL,3377800000.00
2014,MARKETING YEAR,STATE,39,7,TOTAL,9775900000.00
2014,MARKETING YEAR,STATE,40,7,TOTAL,710800000.00
2014,MARKETING YEAR,STATE,41,7,TOTAL,727200000.00
2014,MARKETING YEAR,STATE,,7,TOTAL,4067300000.00
2014,MARKETING YEAR,STATE,42,7,TOTAL,7647000000.00
2014,MARKETING YEAR,STATE,45,7,TOTAL,1114900000.00
2014,MARKETING YEAR,STATE,46,7,TOTAL,751900000.00
2014,MARKETING YEAR,STATE,47,7,TOTAL,343100000.00
2014,MARKETING YEAR,STATE,48,7,TOTAL,5107300000.00
2014,MARKETING YEAR,STATE,49,7,TOTAL,1185700000.00
2014,MARKETING YEAR,STATE,50,7,TOTAL,42900000.00
2014,MARKETING YEAR,STATE,51,7,TOTAL,766500000.00
2014,MARKETING YEAR,STATE,53,7,TOTAL,1952000000.00
2014,MARKETING YEAR,STATE,54,7,TOTAL,274700000.00
2014,MARKETING YEAR,STATE,55,7,TOTAL,1448500000.00
2014,MAY,STATE,1,7,TOTAL,184000000.00
2014,MAY,STATE,5,7,TOTAL,258000000.00
2014,MAY,STATE,6,7,TOTAL,388300000.00
2014,MAY,STATE,8,7,TOTAL,122400000.00
2014,MAY,STATE,12,7,TOTAL,197100000.00
2014,MAY,STATE,13,7,TOTAL,410600000.00
2014,MAY,STATE,17,7,TOTAL,116800000.00
2014,MAY,STATE,18,7,TOTAL,660000000.00
2014,MAY,STATE,19,7,TOTAL,1430200000.00
2014,MAY,STATE,24,7,TOTAL,67600000.00
2014,MAY,STATE,26,7,TOTAL,323300000.00
2014,MAY,STATE,27,7,TOTAL,251300000.00
2014,MAY,STATE,28,7,TOTAL,115700000.00
2014,MAY,STATE,29,7,TOTAL,258800000.00
2014,MAY,STATE,31,7,TOTAL,245400000.00
2014,MAY,STATE,36,7,TOTAL,124600000.00
2014,MAY,STATE,37,7,TOTAL,282300000.00
2014,MAY,STATE,39,7,TOTAL,807400000.00
2014,MAY,STATE,41,7,TOTAL,63000000.00
2014,MAY,STATE,,7,TOTAL,629700000.00
2014,MAY,STATE,42,7,TOTAL,635100000.00
2014,MAY,STATE,45,7,TOTAL,97200000.00
2014,MAY,STATE,46,7,TOTAL,59900000.00
2014,MAY,STATE,48,7,TOTAL,427100000.00
2014,MAY,STATE,49,7,TOTAL,94800000.00
2014,MAY,STATE,51,7,TOTAL,65600000.00
2014,MAY,STATE,53,7,TOTAL,161900000.00
2014,MAY,STATE,55,7,TOTAL,119600000.00
2014,NOV,STATE,1,7,TOTAL,175400000.00
2014,NOV,STATE,5,7,TOTAL,260000000.00
2014,NOV,STATE,6,7,TOTAL,363400000.00
2014,NOV,STATE,8,7,TOTAL,116800000.00
2014,NOV,STATE,12,7,TOTAL,214900000.00
2014,NOV,STATE,13,7,TOTAL,415300000.00
2014,NOV,STATE,17,7,TOTAL,113600000.00
2014,NOV,STATE,18,7,TOTAL,637600000.00
2014,NOV,STATE,19,7,TOTAL,1391900000.00
2014,NOV,STATE,24,7,TOTAL,65700000.00
2014,NOV,STATE,26,7,TOTAL,317500000.00
2014,NOV,STATE,27,7,TOTAL,263600000.00
2014,NOV,STATE,28,7,TOTAL,112400000.00
2014,NOV,STATE,29,7,TOTAL,263900000.00
2014,NOV,STATE,31,7,TOTAL,239100000.00
2014,NOV,STATE,36,7,TOTAL,126800000.00
2014,NOV,STATE,37,7,TOTAL,295300000.00
2014,NOV,STATE,39,7,TOTAL,852600000.00
2014,NOV,STATE,41,7,TOTAL,58200000.00
2014,NOV,STATE,,7,TOTAL,610900000.00
2014,NOV,STATE,42,7,TOTAL,654200000.00
2014,NOV,STATE,45,7,TOTAL,92600000.00
2014,NOV,STATE,46,7,TOTAL,62400000.00
2014,NOV,STATE,48,7,TOTAL,436300000.00
2014,NOV,STATE,49,7,TOTAL,111000000.00
2014,NOV,STATE,51,7,TOTAL,65300000.00
2014,NOV,STATE,53,7,TOTAL,165700000.00
2014,NOV,STATE,55,7,TOTAL,129700000.00
2014,OCT,STATE,1,7,TOTAL,179900000.00
2014,OCT,STATE,5,7,TOTAL,262900000.00
2014,OCT,STATE,6,7,TOTAL,377000000.00
2014,OCT,STATE,8,7,TOTAL,117900000.00
2014,OCT,STATE,12,7,TOTAL,205700000.00
2014,OCT,STATE,13,7,TOTAL,417700000.00
2014,OCT,STATE,17,7,TOTAL,123600000.00
2014,OCT,STATE,18,7,TOTAL,651400000.00
2014,OCT,STATE,19,7,TOTAL,1431300000.00
2014,OCT,STATE,24,7,TOTAL,67000000.00
2014,OCT,STATE,26,7,TOTAL,327700000.00
2014,OCT,STATE,27,7,TOTAL,265800000.00
2014,OCT,STATE,28,7,TOTAL,112200000.00
2014,OCT,STATE,29,7,TOTAL,263200000.00
2014,OCT,STATE,31,7,TOTAL,246500000.00
2014,OCT,STATE,36,7,TOTAL,129100000.00
2014,OCT,STATE,37,7,TOTAL,292600000.00
2014,OCT,STATE,39,7,TOTAL,842300000.00
2014,OCT,STATE,41,7,TOTAL,61300000.00
2014,OCT,STATE,,7,TOTAL,621800000.00
2014,OCT,STATE,42,7,TOTAL,665500000.00
2014,OCT,STATE,45,7,TOTAL,96300000.00
2014,OCT,STATE,46,7,TOTAL,63000000.00
2014,OCT,STATE,48,7,TOTAL,425200000.00
2014,OCT,STATE,49,7,TOTAL,113900000.00
2014,OCT,STATE,51,7,TOTAL,68100000.00
2014,OCT,STATE,53,7,TOTAL,168800000.00
2014,OCT,STATE,55,7,TOTAL,123900000.00
2014,SEP,STATE,1,7,TOTAL,173400000.00
2014,SEP,STATE,5,7,TOTAL,255000000.00
2014,SEP,STATE,6,7,TOTAL,356500000.00
2014,SEP,STATE,8,7,TOTAL,116400000.00
2014,SEP,STATE,12,7,TOTAL,189600000.00
2014,SEP,STATE,13,7,TOTAL,395200000.00
2014,SEP,STATE,17,7,TOTAL,123000000.00
2014,SEP,STATE,18,7,TOTAL,624000000.00
2014,SEP,STATE,19,7,TOTAL,1388900000.00
2014,SEP,STATE,24,7,TOTAL,65300000.00
2014,SEP,STATE,26,7,TOTAL,326000000.00
2014,SEP,STATE,27,7,TOTAL,258600000.00
2014,SEP,STATE,28,7,TOTAL,106800000.00
2014,SEP,STATE,29,7,TOTAL,263100000.00
2014,SEP,STATE,31,7,TOTAL,237000000.00
2014,SEP,STATE,36,7,TOTAL,123400000.00
2014,SEP,STATE,37,7,TOTAL,277100000.00
2014,SEP,STATE,39,7,TOTAL,788300000.00
2014,SEP,STATE,41,7,TOTAL,60500000.00
2014,SEP,STATE,,7,TOTAL,603300000.00
2014,SEP,STATE,42,7,TOTAL,631700000.00
2014,SEP,STATE,45,7,TOTAL,88200000.00
2014,SEP,STATE,46,7,TOTAL,64800000.00
2014,SEP,STATE,48,7,TOTAL,404900000.00
2014,SEP,STATE,49,7,TOTAL,107600000.00
2014,SEP,STATE,51,7,TOTAL,64700000.00
2014,SEP,STATE,53,7,TOTAL,161800000.00
2014,SEP,STATE,55,7,TOTAL,118000000.00
2013,APR,STATE,1,7,TOTAL,186100000.00
2013,APR,STATE,5,7,TOTAL,247800000.00
2013,APR,STATE,6,7,TOTAL,421400000.00
2013,APR,STATE,8,7,TOTAL,100300000.00
2013,APR,STATE,9,7,TOTAL,56000000.00
2013,APR,STATE,12,7,TOTAL,181700000.00
2013,APR,STATE,13,7,TOTAL,374600000.00
2013,APR,STATE,17,7,TOTAL,92600000.00
2013,APR,STATE,18,7,TOTAL,601300000.00
2013,APR,STATE,19,7,TOTAL,1350200000.00
2013,APR,STATE,23,7,TOTAL,83000000.00
2013,APR,STATE,24,7,TOTAL,53700000.00
2013,APR,STATE,26,7,TOTAL,318100000.00
2013,APR,STATE,27,7,TOTAL,238500000.00
2013,APR,STATE,28,7,TOTAL,116100000.00
2013,APR,STATE,29,7,TOTAL,215700000.00
2013,APR,STATE,31,7,TOTAL,225700000.00
2013,APR,STATE,36,7,TOTAL,114300000.00
2013,APR,STATE,37,7,TOTAL,256600000.00
2013,APR,STATE,39,7,TOTAL,692200000.00
2013,APR,STATE,41,7,TOTAL,58500000.00
2013,APR,STATE,,7,TOTAL,603100000.00
2013,APR,STATE,42,7,TOTAL,627300000.00
2013,APR,STATE,45,7,TOTAL,96300000.00
2013,APR,STATE,46,7,TOTAL,64600000.00
2013,APR,STATE,48,7,TOTAL,413600000.00
2013,APR,STATE,49,7,TOTAL,80600000.00
2013,APR,STATE,51,7,TOTAL,60700000.00
2013,APR,STATE,53,7,TOTAL,168300000.00
2013,APR,STATE,55,7,TOTAL,121600000.00
2013,AUG,STATE,1,7,TOTAL,182600000.00
2013,AUG,STATE,5,7,TOTAL,255200000.00
2013,AUG,STATE,6,7,TOTAL,434400000.00
2013,AUG,STATE,8,7,TOTAL,121000000.00
2013,AUG,STATE,9,7,TOTAL,60000000.00
2013,AUG,STATE,12,7,TOTAL,181100000.00
2013,AUG,STATE,13,7,TOTAL,383200000.00
2013,AUG,STATE,17,7,TOTAL,105400000.00
2013,AUG,STATE,18,7,TOTAL,625800000.00
2013,AUG,STATE,19,7,TOTAL,1369000000.00
2013,AUG,STATE,23,7,TOTAL,80000000.00
2013,AUG,STATE,24,7,TOTAL,58000000.00
2013,AUG,STATE,26,7,TOTAL,326900000.00
2013,AUG,STATE,27,7,TOTAL,252500000.00
2013,AUG,STATE,28,7,TOTAL,120100000.00
2013,AUG,STATE,29,7,TOTAL,238900000.00
2013,AUG,STATE,31,7,TOTAL,234400000.00
2013,AUG,STATE,36,7,TOTAL,116600000.00
2013,AUG,STATE,37,7,TOTAL,274300000.00
2013,AUG,STATE,39,7,TOTAL,749100000.00
2013,AUG,STATE,41,7,TOTAL,61500000.00
2013,AUG,STATE,,7,TOTAL,617600000.00
2013,AUG,STATE,42,7,TOTAL,635500000.00
2013,AUG,STATE,45,7,TOTAL,97100000.00
2013,AUG,STATE,46,7,TOTAL,69100000.00
2013,AUG,STATE,48,7,TOTAL,426700000.00
2013,AUG,STATE,49,7,TOTAL,96200000.00
2013,AUG,STATE,51,7,TOTAL,58600000.00
2013,AUG,STATE,53,7,TOTAL,165700000.00
2013,AUG,STATE,55,7,TOTAL,127600000.00
2013,DEC,STATE,1,7,TOTAL,182400000.00
2013,DEC,STATE,5,7,TOTAL,256400000.00
2013,DEC,STATE,6,7,TOTAL,412300000.00
2013,DEC,STATE,8,7,TOTAL,126500000.00
2013,DEC,STATE,9,7,TOTAL,56000000.00
2013,DEC,STATE,12,7,TOTAL,203800000.00
2013,DEC,STATE,13,7,TOTAL,410500000.00
2013,DEC,STATE,17,7,TOTAL,114400000.00
2013,DEC,STATE,18,7,TOTAL,660500000.00
2013,DEC,STATE,19,7,TOTAL,1373600000.00
2013,DEC,STATE,23,7,TOTAL,84000000.00
2013,DEC,STATE,24,7,TOTAL,64700000.00
2013,DEC,STATE,26,7,TOTAL,323700000.00
2013,DEC,STATE,27,7,TOTAL,254900000.00
2013,DEC,STATE,28,7,TOTAL,115700000.00
2013,DEC,STATE,29,7,TOTAL,250200000.00
